tab 	er_samples
sample_dip	sample_bed_dip_direction	er_citation_names	sample_lithology	er_site_name	er_sample_name	sample_type	sample_bed_dip	er_location_name	sample_height	magic_method_codes	sample_azimuth	sample_class
0	This study	-64.3	216.6	0	5	Z32.4		unknown	473.0	Z32.4a	273	1.98e-07	4.49e-09	2.72e-09	2.00e-09	Z32.4a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	-63.0	231.2	0	6	Z32.4		unknown	523.0	Z32.4a	273	2.39e-07	2.94e-09	2.53e-09	3.12e-09	Z32.4a:LP-DIR-T	pmagpy-3.2.1	Z32	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	-65.7	245.0	0	7	Z32.4		unknown	573.0	Z32.4a	273	2.45e-07	1.55e-09	2.76e-09	6.92e-09	Z32.4a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	-65.0	253.8	0	8	Z32.4		unknown	623.0	Z32.4a	273	2.30e-07	1.79e-09	1.33e-09	9.97e-10	Z32.4a:LP-DIR-T	pmagpy-3.2.1	Z32	1	0.4	g	LT-T-Z:LP-DIR-T
0	This study	-60.4	260.3	0	9	Z32.4		unknown	673.0	Z32.4a	273	2.26e-07	1.28e-09	1.42e-09	4.73e-09	Z32.4a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	-60.1	260.8	0	10	Z32.4		unknown	698.0	Z32.4a	273	2.22e-07	1.11e-09	1.27e-09	8.22e-09	Z32.4a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	-59.0	262.1	0	11	Z32.4		unknown	723.0	Z32.4a	273	2.20e-07	1.41e-09	1.27e-09	5.51e-09	Z32.4a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	-58.9	258.7	0	12	Z32.4		unknown	748.0	Z32.4a	273	2.10e-07	1.04e-09	1.48e-09	1.65e-09	Z32.4a:LP-DIR-T	pmagpy-3.2.1	Z32	1	0.6	g	LT-T-Z:LP-DIR-T
0	This study	-62.2	259.9	0	13	Z32.4		unknown	773.0	Z32.4a	273	1.97e-07	3.79e-10	8.06e-10	9.91e-09	Z32.4a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.9	g	LT-T-Z:LP-DIR-T
0	This study	-65.6	264.2	0	14	Z32.4		unknown	788.0	Z32.4a	273	1.85e-07	6.72e-10	1.21e-09	4.95e-09	Z32.4a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	-63.5	268.6	0	15	Z32.4		unknown	803.0	Z32.4a	273	1.77e-07	3.94e-10	1.12e-09	4.68e-09	Z32.4a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	-65.1	269.1	0	16	Z32.4		unknown	818.0	Z32.4a	273	1.78e-07	3.55e-10	1.22e-09	1.47e-09	Z32.4a:LP-DIR-T	pmagpy-3.2.1	Z32	1	0.6	g	LT-T-Z:LP-DIR-T
0	This study	-62.1	270.7	0	17	Z32.4		unknown	823.0	Z32.4a	273	1.61e-07	8.82e-10	1.05e-09	1.23e-09	Z32.4a:LP-DIR-T	pmagpy-3.2.1	Z32	1	0.6	g	LT-T-Z:LP-DIR-T
0	This study	-56.5	261.0	0	18	Z32.4		unknown	828.0	Z32.4a	273	1.08e-07	1.22e-09	8.38e-10	3.96e-09	Z32.4a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.2	g	LT-T-Z:LP-DIR-T
0	This study	-61.4	252.7	0	19	Z32.4		unknown	833.0	Z32.4a	273	5.23e-08	1.25e-09	6.38e-10	2.31e-09	Z32.4a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.9	g	LT-T-Z:LP-DIR-T
0	This study	-48.3	252.7	0	20	Z32.4		unknown	838.0	Z32.4a	273	4.19e-08	1.34e-09	6.46e-10	9.93e-10	Z32.4a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	-52.0	294.7	0	21	Z32.4		unknown	843.0	Z32.4a	273	2.99e-08	1.15e-09	7.55e-10	9.36e-10	Z32.4a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	-38.7	308.4	0	22	Z32.4		unknown	846.0	Z32.4a	273	2.73e-08	7.06e-10	5.07e-10	1.68e-09	Z32.4a:LP-DIR-T	pmagpy-3.2.1	Z32	1	3.9	g	LT-T-Z:LP-DIR-T
0	This study	-18.2	255.0	0	23	Z32.4		unknown	849.0	Z32.4a	273	2.55e-08	1.42e-09	6.02e-10	6.34e-10	Z32.4a:LP-DIR-T	pmagpy-3.2.1	Z32	1	3.4	g	LT-T-Z:LP-DIR-T
0	This study	-66.0	86.6	0	24	Z32.4		unknown	852.0	Z32.4a	273	7.37e-09	1.63e-09	4.92e-10	7.04e-10	Z32.4a:LP-DIR-T	pmagpy-3.2.1	Z32	1	8.4	g	LT-T-Z:LP-DIR-T
0	This study	-24.0	234.4	0	25	Z32.4		unknown	855.0	Z32.4a	273	9.03e-09	1.41e-09	6.97e-10	1.77e-09	Z32.4a:LP-DIR-T	pmagpy-3.2.1	Z32	1	14.4	g	LT-T-Z:LP-DIR-T
0	This study	-45.5	241.1	0	26	Z32.4		unknown	855.0	Z32.4a	273	9.62e-09	7.32e-10	5.78e-10	7.35e-10	Z32.4a:LP-DIR-T	pmagpy-3.2.1	Z32	1	6.5	g	LT-T-Z:LP-DIR-T
0	This study	26.5	182.8	0	1	Z32.5		unknown	273	Z32.5a	273	1.42e-06	1.18e-08	5.53e-08	1.84e-08	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.3	g	LT-NO:LP-DIR-T
0	This study	-6.2	211.5	0	2	Z32.5		unknown	77	Z32.5a	273	2.50e-07	9.26e-09	1.46e-08	9.43e-09	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	4.5	g	LT-LT-Z:LP-DIR-T
0	This study	-21.8	221.9	0	3	Z32.5		unknown	373.0	Z32.5a	273	2.24e-07	1.01e-08	7.17e-09	5.12e-09	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	3.3	g	LT-T-Z:LP-DIR-T
0	This study	-42.7	256.0	0	4	Z32.5		unknown	423.0	Z32.5a	273	2.43e-07	8.49e-09	2.56e-09	2.18e-09	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	-49.3	277.0	0	5	Z32.5		unknown	473.0	Z32.5a	273	2.75e-07	7.87e-09	2.08e-09	7.37e-09	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.0	g	LT-T-Z:LP-DIR-T
0	This study	-49.0	288.7	0	6	Z32.5		unknown	523.0	Z32.5a	273	3.06e-07	6.43e-09	6.06e-09	2.01e-08	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	4.0	g	LT-T-Z:LP-DIR-T
0	This study	-49.5	296.9	0	7	Z32.5		unknown	573.0	Z32.5a	273	3.32e-07	5.42e-09	7.23e-09	1.43e-08	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.8	g	LT-T-Z:LP-DIR-T
0	This study	-48.6	298.0	0	8	Z32.5		unknown	623.0	Z32.5a	273	3.35e-07	4.97e-09	1.96e-09	3.38e-09	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	-46.5	304.0	0	9	Z32.5		unknown	673.0	Z32.5a	273	3.24e-07	3.82e-09	3.71e-09	6.20e-09	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	-45.5	306.7	0	10	Z32.5		unknown	698.0	Z32.5a	273	3.14e-07	4.16e-09	1.78e-09	1.91e-09	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	-44.6	309.8	0	11	Z32.5		unknown	723.0	Z32.5a	273	3.07e-07	4.00e-09	7.60e-09	1.27e-08	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.8	g	LT-T-Z:LP-DIR-T
0	This study	-45.8	311.3	0	12	Z32.5		unknown	748.0	Z32.5a	273	2.92e-07	3.60e-09	3.64e-09	2.19e-09	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	-48.4	316.3	0	13	Z32.5		unknown	773.0	Z32.5a	273	2.73e-07	4.78e-09	5.13e-09	1.18e-08	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.9	g	LT-T-Z:LP-DIR-T
0	This study	-49.7	319.5	0	14	Z32.5		unknown	788.0	Z32.5a	273	2.56e-07	3.31e-09	2.31e-09	2.73e-09	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	-49.6	318.6	0	15	Z32.5		unknown	803.0	Z32.5a	273	2.41e-07	3.19e-09	2.18e-09	1.53e-09	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	-47.0	315.1	0	16	Z32.5		unknown	818.0	Z32.5a	273	2.30e-07	2.77e-09	2.67e-09	6.40e-09	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	-46.6	324.5	0	17	Z32.5		unknown	823.0	Z32.5a	273	2.19e-07	2.19e-09	9.75e-09	5.09e-09	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.9	g	LT-T-Z:LP-DIR-T
0	This study	-37.8	321.5	0	18	Z32.5		unknown	828.0	Z32.5a	273	1.39e-07	1.30e-09	1.43e-09	1.25e-09	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	-36.8	311.5	0	19	Z32.5		unknown	833.0	Z32.5a	273	6.54e-08	1.07e-09	1.31e-09	1.66e-09	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	-39.7	305.3	0	20	Z32.5		unknown	838.0	Z32.5a	273	5.68e-08	2.82e-10	9.59e-10	5.17e-10	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	-20.8	322.8	0	21	Z32.5		unknown	843.0	Z32.5a	273	2.54e-08	1.39e-09	9.57e-10	7.17e-10	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	3.3	g	LT-T-Z:LP-DIR-T
0	This study	-28.1	334.0	0	22	Z32.5		unknown	846.0	Z32.5a	273	3.31e-08	4.42e-10	1.67e-09	1.53e-09	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.7	g	LT-T-Z:LP-DIR-T
0	This study	-02.4	300.6	0	23	Z32.5		unknown	849.0	Z32.5a	273	2.81e-08	9.43e-10	6.55e-10	6.01e-10	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.2	g	LT-T-Z:LP-DIR-T
0	This study	28.7	341.4	0	24	Z32.5		unknown	852.0	Z32.5a	273	1.07e-08	1.87e-09	6.58e-10	6.83e-10	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	10.3	g	LT-T-Z:LP-DIR-T
0	This study	22.0	341.4	0	25	Z32.5		unknown	852.0	Z32.5a	273	1.03e-08	3.57e-10	6.73e-10	6.56e-10	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	4.7	g	LT-T-Z:LP-DIR-T
0	This study	-05.4	239.6	0	26	Z32.5		unknown	855.0	Z32.5a	273	1.58e-08	3.20e-10	9.03e-10	2.96e-09	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	10.5	g	LT-T-Z:LP-DIR-T
0	This study	-17.8	246.1	0	27	Z32.5		unknown	855.0	Z32.5a	273	1.35e-08	5.07e-10	9.58e-10	7.13e-10	Z32.5a:LP-DIR-T	pmagpy-3.2.1	Z32	1	3.4	g	LT-T-Z:LP-DIR-T
0	This study	5.1	153.0	0	1	Z32.6		unknown	273	Z32.6a	273	3.41e-06	1.46e-08	2.06e-07	1.08e-07	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	3.9	g	LT-NO:LP-DIR-T
0	This study	-10.0	158.8	0	2	Z32.6		unknown	77	Z32.6a	273	7.32e-07	7.91e-09	4.40e-08	1.79e-08	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	3.8	g	LT-LT-Z:LP-DIR-T
0	This study	-14.5	160.8	0	3	Z32.6		unknown	373.0	Z32.6a	273	6.29e-07	6.76e-09	3.00e-08	1.93e-08	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	3.2	g	LT-T-Z:LP-DIR-T
0	This study	-25.0	166.3	0	4	Z32.6		unknown	423.0	Z32.6a	273	4.96e-07	6.50e-09	3.31e-08	1.20e-08	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	4.1	g	LT-T-Z:LP-DIR-T
0	This study	-37.6	171.8	0	5	Z32.6		unknown	473.0	Z32.6a	273	4.02e-07	6.67e-09	2.54e-08	8.42e-09	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	3.9	g	LT-T-Z:LP-DIR-T
0	This study	-46.6	182.3	0	6	Z32.6		unknown	523.0	Z32.6a	273	3.53e-07	4.64e-09	1.85e-08	3.71e-09	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	3.1	g	LT-T-Z:LP-DIR-T
0	This study	-54.1	189.8	0	7	Z32.6		unknown	573.0	Z32.6a	273	3.29e-07	3.21e-09	1.54e-08	2.11e-09	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.7	g	LT-T-Z:LP-DIR-T
0	This study	-60.5	205.6	0	8	Z32.6		unknown	623.0	Z32.6a	273	3.08e-07	4.82e-09	1.15e-08	2.43e-09	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.3	g	LT-T-Z:LP-DIR-T
0	This study	-63.2	221.1	0	9	Z32.6		unknown	673.0	Z32.6a	273	2.85e-07	3.85e-09	9.59e-09	5.31e-09	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.3	g	LT-T-Z:LP-DIR-T
0	This study	-64.3	231.6	0	10	Z32.6		unknown	698.0	Z32.6a	273	2.69e-07	3.46e-09	3.62e-09	3.71e-09	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	-65.1	241.9	0	11	Z32.6		unknown	723.0	Z32.6a	273	2.47e-07	3.52e-09	5.44e-09	5.26e-09	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	-64.5	251.0	0	12	Z32.6		unknown	748.0	Z32.6a	273	2.30e-07	7.89e-10	4.46e-09	9.51e-09	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.6	g	LT-T-Z:LP-DIR-T
0	This study	-65.6	258.4	0	13	Z32.6		unknown	773.0	Z32.6a	273	2.13e-07	6.90e-10	3.13e-09	1.12e-08	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	3.1	g	LT-T-Z:LP-DIR-T
0	This study	-70.8	269.6	0	14	Z32.6		unknown	788.0	Z32.6a	273	1.87e-07	1.20e-09	1.84e-09	6.49e-09	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	-68.7	284.5	0	15	Z32.6		unknown	803.0	Z32.6a	273	1.67e-07	1.26e-09	1.22e-09	2.32e-09	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	-65.0	278.4	0	16	Z32.6		unknown	818.0	Z32.6a	273	1.44e-07	6.64e-10	1.06e-09	2.72e-09	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	-65.0	282.6	0	17	Z32.6		unknown	823.0	Z32.6a	273	1.14e-07	9.73e-10	9.75e-10	1.21e-09	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-59.7	292.0	0	18	Z32.6		unknown	828.0	Z32.6a	273	9.24e-08	7.86e-10	1.03e-09	2.48e-09	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	-60.3	285.4	0	19	Z32.6		unknown	833.0	Z32.6a	273	4.99e-08	1.13e-09	1.02e-09	2.11e-09	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.7	g	LT-T-Z:LP-DIR-T
0	This study	-42.7	269.3	0	20	Z32.6		unknown	838.0	Z32.6a	273	4.11e-08	1.92e-09	8.58e-10	1.10e-09	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.6	g	LT-T-Z:LP-DIR-T
0	This study	-59.6	269.7	0	21	Z32.6		unknown	843.0	Z32.6a	273	2.64e-08	1.71e-09	7.33e-10	9.27e-10	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	3.5	g	LT-T-Z:LP-DIR-T
0	This study	-01.3	312.4	0	22	Z32.6		unknown	846.0	Z32.6a	273	1.80e-08	1.04e-09	9.05e-10	2.74e-09	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	8.5	g	LT-T-Z:LP-DIR-T
0	This study	01.4	266.5	0	23	Z32.6		unknown	849.0	Z32.6a	273	2.74e-08	1.51e-09	8.86e-10	8.52e-10	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	3.6	g	LT-T-Z:LP-DIR-T
0	This study	-11.6	60.9	0	24	Z32.6		unknown	852.0	Z32.6a	273	7.82e-09	2.17e-09	7.12e-10	6.80e-10	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	16.5	g	LT-T-Z:LP-DIR-T
0	This study	-20.2	56.5	0	25	Z32.6		unknown	852.0	Z32.6a	273	7.78e-09	7.60e-10	5.56e-10	6.30e-10	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	7.1	g	LT-T-Z:LP-DIR-T
0	This study	-01.1	204.0	0	26	Z32.6		unknown	855.0	Z32.6a	273	1.76e-08	8.50e-10	9.48e-10	2.71e-09	Z32.6a:LP-DIR-T	pmagpy-3.2.1	Z32	1	6.1	g	LT-T-Z:LP-DIR-T
0	This study	38.0	192.5	0	1	Z32.7		unknown	273	Z32.7a	273	7.68e-07	5.91e-09	2.19e-08	1.65e-08	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.0	g	LT-NO:LP-DIR-T
0	This study	-15.8	224.0	0	2	Z32.7		unknown	77	Z32.7a	273	1.51e-07	5.62e-09	8.53e-09	7.65e-09	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	4.8	g	LT-LT-Z:LP-DIR-T
0	This study	-28.5	235.6	0	3	Z32.7		unknown	373.0	Z32.7a	273	1.48e-07	5.64e-09	5.13e-09	4.49e-09	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	3.3	g	LT-T-Z:LP-DIR-T
0	This study	-43.3	256.7	0	4	Z32.7		unknown	423.0	Z32.7a	273	1.64e-07	4.60e-09	4.30e-09	7.56e-09	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	3.4	g	LT-T-Z:LP-DIR-T
0	This study	-53.3	280.1	0	5	Z32.7		unknown	473.0	Z32.7a	273	1.89e-07	4.46e-09	1.33e-09	6.37e-09	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.2	g	LT-T-Z:LP-DIR-T
0	This study	-53.9	290.6	0	6	Z32.7		unknown	523.0	Z32.7a	273	2.06e-07	3.72e-09	1.58e-09	1.10e-08	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	3.1	g	LT-T-Z:LP-DIR-T
0	This study	-54.5	296.9	0	7	Z32.7		unknown	573.0	Z32.7a	273	2.17e-07	2.96e-09	2.88e-09	6.29e-09	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	-54.7	297.5	0	8	Z32.7		unknown	623.0	Z32.7a	273	2.21e-07	3.40e-09	1.64e-09	4.53e-09	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	-51.8	302.2	0	9	Z32.7		unknown	673.0	Z32.7a	273	2.20e-07	2.13e-09	2.45e-09	3.76e-09	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	-51.2	304.5	0	10	Z32.7		unknown	698.0	Z32.7a	273	2.18e-07	2.80e-09	2.67e-09	3.02e-09	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	-50.6	307.4	0	11	Z32.7		unknown	723.0	Z32.7a	273	2.20e-07	1.94e-09	6.71e-09	5.30e-09	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.2	g	LT-T-Z:LP-DIR-T
0	This study	-51.3	307.8	0	12	Z32.7		unknown	748.0	Z32.7a	273	2.15e-07	2.12e-09	3.70e-09	7.49e-09	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.3	g	LT-T-Z:LP-DIR-T
0	This study	-53.4	312.5	0	13	Z32.7		unknown	773.0	Z32.7a	273	2.04e-07	1.81e-09	7.47e-09	8.74e-09	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	3.2	g	LT-T-Z:LP-DIR-T
0	This study	-53.5	316.7	0	14	Z32.7		unknown	788.0	Z32.7a	273	1.87e-07	1.53e-09	5.37e-09	4.47e-09	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	-52.5	320.1	0	15	Z32.7		unknown	803.0	Z32.7a	273	1.70e-07	8.33e-10	1.97e-09	2.20e-09	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	-56.1	313.2	0	16	Z32.7		unknown	818.0	Z32.7a	273	1.42e-07	4.67e-10	1.23e-09	1.11e-09	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	-51.8	327.3	0	17	Z32.7		unknown	823.0	Z32.7a	273	1.19e-07	7.59e-10	1.48e-09	9.00e-10	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-50.1	326.7	0	18	Z32.7		unknown	828.0	Z32.7a	273	8.92e-08	4.50e-10	2.42e-09	1.94e-09	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.0	g	LT-T-Z:LP-DIR-T
0	This study	-46.1	314.7	0	19	Z32.7		unknown	833.0	Z32.7a	273	5.30e-08	3.08e-10	6.46e-10	1.66e-09	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	-51.5	322.7	0	20	Z32.7		unknown	838.0	Z32.7a	273	3.99e-08	4.20e-10	7.32e-10	1.20e-09	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	-28.4	23.0	0	21	Z32.7		unknown	843.0	Z32.7a	273	2.06e-08	1.65e-09	5.01e-10	5.51e-10	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	3.8	g	LT-T-Z:LP-DIR-T
0	This study	07.6	286.0	0	22	Z32.7		unknown	846.0	Z32.7a	273	1.61e-08	5.77e-10	5.11e-10	2.89e-09	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	10.0	g	LT-T-Z:LP-DIR-T
0	This study	08.7	292.1	0	23	Z32.7		unknown	846.0	Z32.7a	273	1.69e-08	8.63e-11	5.80e-10	9.05e-10	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	3.3	g	LT-T-Z:LP-DIR-T
0	This study	10.4	2.3	0	24	Z32.7		unknown	849.0	Z32.7a	273	8.77e-09	8.84e-10	5.71e-10	4.43e-10	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	6.8	g	LT-T-Z:LP-DIR-T
0	This study	-25.8	351.5	0	25	Z32.7		unknown	852.0	Z32.7a	273	2.00e-08	1.58e-09	5.42e-10	3.76e-10	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	4.4	g	LT-T-Z:LP-DIR-T
0	This study	-46.6	137.7	0	26	Z32.7		unknown	855.0	Z32.7a	273	1.88e-08	3.27e-10	8.34e-10	1.81e-09	Z32.7a:LP-DIR-T	pmagpy-3.2.1	Z32	1	5.4	g	LT-T-Z:LP-DIR-T
0	This study	45.5	145.2	0	1	Z32.8		unknown	273	Z32.8a	273	9.87e-07	4.85e-09	2.72e-08	1.84e-08	Z32.8a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.9	g	LT-NO:LP-DIR-T
0	This study	49.1	50.9	0	2	Z32.8		unknown	77	Z32.8a	273	1.21e-08	3.35e-09	1.30e-09	1.56e-09	Z32.8a:LP-DIR-T	pmagpy-3.2.1	Z32	1	15.0	g	LT-LT-Z:LP-DIR-T
0	This study	46.6	49.4	0	3	Z32.8		unknown	77	Z32.8a	273	1.18e-08	3.93e-09	1.32e-09	1.82e-09	Z32.8a:LP-DIR-T	pmagpy-3.2.1	Z32	1	18.6	g	LT-LT-Z:LP-DIR-T
0	This study	-34.2	326.1	0	4	Z32.8		unknown	373.0	Z32.8a	273	5.95e-08	3.53e-09	1.14e-09	2.20e-09	Z32.8a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.3	g	LT-T-Z:LP-DIR-T
0	This study	-43.6	319.6	0	5	Z32.8		unknown	423.0	Z32.8a	273	1.47e-07	1.72e-09	2.87e-09	1.98e-09	Z32.8a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	-43.9	319.4	0	6	Z32.8		unknown	473.0	Z32.8a	273	2.22e-07	4.20e-09	7.23e-09	5.46e-09	Z32.8a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.4	g	LT-T-Z:LP-DIR-T
0	This study	-43.0	317.2	0	7	Z32.8		unknown	523.0	Z32.8a	273	2.52e-07	2.57e-09	7.34e-09	4.10e-09	Z32.8a:LP-DIR-T	pmagpy-3.2.1	Z32	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	-42.1	319.2	0	8	Z32.8		unknown	573.0	Z32.8a	273	2.73e-07	2.33e-09	9.61e-09	6.35e-09	Z32.8a:LP-DIR-T	pmagpy-3.2.1	Z32	1	2.4	g	LT-T-Z:LP-DIR-T
0	This study	-42.3	314.5	0	9	Z32.8		unknown	623.0	Z32.8a	273	2.79e-07	3.39e-09	2.39e-09	2.91e-09	Z32.8a:LP-DIR-T	pmagpy-3.2.1	Z32	1	0.9	g	LT-T-Z:LP-DIR-T
