tab	magic_measurements
er_specimen_name	er_sample_name	er_site_name	er_location_name	magic_experiment_name	measurement_number	treatment_ac_field	measurement_positions	er_citation_names	magic_software_packages	measurement_temp	measurement_magn_moment	measurement_sd_y	measurement_inc	measurement_description	measurement_sd_z	measurement_dec	measurement_sd_x	measurement_csd	magic_instrument_codes	treatment_temp	treatment_dc_field	magic_method_codes	measurement_flag
Z36.4a	Z36.4	Z36	Khukh_Davaa	Z36.4a:LP-DIR-T	19	0	1	This study	pmagpy-3.2.1	273	3.38e-07	5.36e-09	-35.4		2.49e-09	021.9	2.73e-09	1.0	hargrave 2014-12-06 12:18:43	833.0	0	LT-T-Z:LP-DIR-T	g
Z36.4a	Z36.4	Z36	Khukh_Davaa	Z36.4a:LP-DIR-T	20	0	1	This study	pmagpy-3.2.1	273	2.50e-07	5.38e-09	-39.4		2.06e-09	022.8	2.81e-09	1.4	hargrave 2014-12-08 15:37:23	838.0	0	LT-T-Z:LP-DIR-T	g
Z36.4a	Z36.4	Z36	Khukh_Davaa	Z36.4a:LP-DIR-T	21	0	1	This study	pmagpy-3.2.1	273	8.77e-08	2.03e-09	14.8		4.76e-09	008.2	1.84e-09	3.1	hargrave 2014-12-08 22:28:27	843.0	0	LT-T-Z:LP-DIR-T	b
Z36.4a	Z36.4	Z36	Khukh_Davaa	Z36.4a:LP-DIR-T	22	0	1	This study	pmagpy-3.2.1	273	6.72e-08	1.56e-09	-16.2		7.70e-10	030.7	1.91e-09	1.7	hargrave 2015-01-12 11:21:06	846.0	0	LT-T-Z:LP-DIR-T	g
Z36.4a	Z36.4	Z36	Khukh_Davaa	Z36.4a:LP-DIR-T	23	0	1	This study	pmagpy-3.2.1	273	5.83e-08	1.70e-09	-24.2		2.20e-09	054.4	2.05e-09	2.9	hargrave 2015-01-14 14:38:36	849.0	0	LT-T-Z:LP-DIR-T	g
Z36.4a	Z36.4	Z36	Khukh_Davaa	Z36.4a:LP-DIR-T	24	0	1	This study	pmagpy-3.2.1	273	1.69e-08	1.41e-09	-59.1		4.49e-09	018.5	1.72e-09	8.7	hargrave 2015-01-15 14:53:28	852.0	0	LT-T-Z:LP-DIR-T	g
Z36.4a	Z36.4	Z36	Khukh_Davaa	Z36.4a:LP-DIR-T	25	0	1	This study	pmagpy-3.2.1	273	2.76e-08	1.54e-09	-14.7		3.18e-09	113.2	1.84e-09	7.4	hargrave 2015-01-18 13:12:05	855.0	0	LT-T-Z:LP-DIR-T	g
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	1	0	1	This study	pmagpy-3.2.1	273	3.08e-06	4.41e-08	48.7		4.87e-08	242.8	1.49e-07	3.0		273	0	LT-NO:LP-DIR-T	g
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	2	0	1	This study	pmagpy-3.2.1	273	6.63e-07	1.81e-08	32.8		1.90e-08	254.0	5.93e-08	5.5		77	0	LT-LT-Z:LP-DIR-T	g
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	3	0	1	This study	pmagpy-3.2.1	273	5.55e-07	6.38e-09	36.5		1.47e-08	254.1	1.26e-08	1.8		373.0	0	LT-T-Z:LP-DIR-T	g
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	4	0	1	This study	pmagpy-3.2.1	273	2.42e-07	6.17e-09	-33.8		1.12e-08	270.6	7.76e-09	3.4	hargrave 2014-10-22 16:13:02	423.0	0	LT-T-Z:LP-DIR-T	g
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	5	0	1	This study	pmagpy-3.2.1	273	3.03e-07	3.98e-09	-65.5		8.92e-09	300.1	4.05e-09	1.2	hargrave 2014-10-27 16:38:24	473.0	0	LT-T-Z:LP-DIR-T	g
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	6	0	1	This study	pmagpy-3.2.1	273	4.29e-07	4.15e-09	-77.2		7.78e-09	326.1	7.23e-09	1.0	hargrave 2014-10-28 12:24:54	523.0	0	LT-T-Z:LP-DIR-T	g
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	7	0	1	This study	pmagpy-3.2.1	273	5.54e-07	6.68e-09	-77.2		3.25e-09	017.7	1.29e-08	1.4	hargrave 2014-10-28 21:00:34	573.0	0	LT-T-Z:LP-DIR-T	g
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	8	0	1	This study	pmagpy-3.2.1	273	6.92e-07	3.56e-09	-74.2		2.46e-09	039.4	1.22e-08	1.0	hargrave 2014-10-29 21:12:30	623.0	0	LT-T-Z:LP-DIR-T	g
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	9	0	1	This study	pmagpy-3.2.1	273	6.83e-07	5.92e-09	-74.1		1.77e-09	043.1	1.83e-08	1.6	hargrave 2014-11-03 17:32:36	673.0	0	LT-T-Z:LP-DIR-T	g
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	10	0	1	This study	pmagpy-3.2.1	273	6.62e-07	2.58e-09	-73.9		1.99e-09	044.9	1.51e-08	1.3	hargrave 2014-11-04 12:21:26	698.0	0	LT-T-Z:LP-DIR-T	g
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	11	0	1	This study	pmagpy-3.2.1	273	6.31e-07	5.70e-09	-72.5		1.85e-09	050.9	1.83e-08	1.7	hargrave 2014-11-10 13:13:39	723.0	0	LT-T-Z:LP-DIR-T	g
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	12	0	1	This study	pmagpy-3.2.1	273	5.88e-07	2.95e-09	-73.4		2.39e-09	049.9	3.24e-09	0.4	hargrave 2014-11-10 22:30:06	748.0	0	LT-T-Z:LP-DIR-T	g
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	13	0	1	This study	pmagpy-3.2.1	273	5.54e-07	6.48e-09	-72.4		3.87e-09	056.0	6.57e-09	0.9	hargrave 2014-11-13 12:06:03	773.0	0	LT-T-Z:LP-DIR-T	g
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	14	0	1	This study	pmagpy-3.2.1	273	5.06e-07	4.17e-09	-72.7		4.16e-09	058.3	7.38e-09	1.0	hargrave 2014-11-17 17:45:07	788.0	0	LT-T-Z:LP-DIR-T	g
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	15	0	1	This study	pmagpy-3.2.1	273	4.45e-07	4.16e-09	-71.7		2.03e-09	060.6	4.11e-09	0.7	hargrave 2014-11-24 18:36:35	803.0	0	LT-T-Z:LP-DIR-T	g
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	16	0	1	This study	pmagpy-3.2.1	273	4.05e-07	4.73e-09	-70.6		2.47e-09	062.4	2.80e-09	0.8	hargrave 2014-12-01 17:17:27	818.0	0	LT-T-Z:LP-DIR-T	g
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	17	0	1	This study	pmagpy-3.2.1	273	3.66e-07	7.31e-09	-71.0		2.90e-09	060.4	9.90e-09	1.9	hargrave 2014-12-02 01:03:36	823.0	0	LT-T-Z:LP-DIR-T	g
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	18	0	1	This study	pmagpy-3.2.1	273	3.17e-07	3.07e-09	-73.8		2.84e-09	067.1	4.13e-09	0.9	hargrave 2014-12-05 13:59:50	828.0	0	LT-T-Z:LP-DIR-T	g
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	19	0	1	This study	pmagpy-3.2.1	273	2.34e-07	2.33e-09	-66.5		2.06e-09	061.5	2.80e-09	0.8	hargrave 2014-12-06 12:20:25	833.0	0	LT-T-Z:LP-DIR-T	g
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	20	0	1	This study	pmagpy-3.2.1	273	1.85e-07	2.52e-09	-75.3		2.48e-09	068.7	2.39e-09	1.1	hargrave 2014-12-08 15:39:07	838.0	0	LT-T-Z:LP-DIR-T	g
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	21	0	1	This study	pmagpy-3.2.1	273	7.85e-08	1.60e-09	-03.8		4.28e-09	089.0	2.57e-09	3.7	hargrave 2014-12-08 22:30:14	843.0	0	LT-T-Z:LP-DIR-T	b
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	22	0	1	This study	pmagpy-3.2.1	273	4.20e-08	1.70e-09	-35.2		3.03e-10	114.1	1.58e-09	2.3	hargrave 2015-01-12 11:22:36	846.0	0	LT-T-Z:LP-DIR-T	g
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	23	0	1	This study	pmagpy-3.2.1	273	5.05e-08	1.44e-09	-19.1		3.01e-09	135.6	9.62e-10	3.8	hargrave 2015-01-14 14:40:20	849.0	0	LT-T-Z:LP-DIR-T	g
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	24	0	1	This study	pmagpy-3.2.1	273	4.12e-08	1.06e-09	00.9		3.83e-09	127.5	1.10e-09	5.5	hargrave 2015-01-15 14:55:12	852.0	0	LT-T-Z:LP-DIR-T	g
Z36.5a	Z36.5	Z36	Khukh_Davaa	Z36.5a:LP-DIR-T	25	0	1	This study	pmagpy-3.2.1	273	3.61e-08	1.04e-09	09.9		1.94e-09	099.2	2.10e-09	4.5	hargrave 2015-01-18 13:13:35	855.0	0	LT-T-Z:LP-DIR-T	g
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	1	0	1	This study	pmagpy-3.2.1	273	2.89e-06	2.42e-08	34.0		3.28e-08	254.9	1.27e-07	2.6		273	0	LT-NO:LP-DIR-T	g
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	2	0	1	This study	pmagpy-3.2.1	273	4.47e-07	1.04e-08	16.5		8.43e-09	287.8	3.08e-08	4.2		77	0	LT-LT-Z:LP-DIR-T	g
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	3	0	1	This study	pmagpy-3.2.1	273	3.71e-07	5.98e-09	3.7		6.66e-09	300.2	7.46e-09	1.7		373.0	0	LT-T-Z:LP-DIR-T	g
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	4	0	1	This study	pmagpy-3.2.1	273	4.73e-07	3.07e-08	-38.9		5.39e-09	342.2	4.75e-09	3.6	hargrave 2014-10-22 16:14:46	423.0	0	LT-T-Z:LP-DIR-T	g
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	5	0	1	This study	pmagpy-3.2.1	273	5.95e-07	3.14e-08	-44.2		3.78e-09	357.4	1.05e-08	3.1	hargrave 2014-10-27 16:40:09	473.0	0	LT-T-Z:LP-DIR-T	g
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	6	0	1	This study	pmagpy-3.2.1	273	6.95e-07	3.70e-08	-48.0		3.48e-09	003.6	1.86e-08	3.3	hargrave 2014-10-28 12:26:37	523.0	0	LT-T-Z:LP-DIR-T	g
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	7	0	1	This study	pmagpy-3.2.1	273	7.87e-07	4.52e-08	-49.8		5.96e-09	012.3	2.91e-08	3.9	hargrave 2014-10-28 21:02:26	573.0	0	LT-T-Z:LP-DIR-T	g
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	8	0	1	This study	pmagpy-3.2.1	273	8.56e-07	3.67e-08	-50.1		3.88e-09	020.3	2.72e-08	3.0	hargrave 2014-10-29 21:14:19	623.0	0	LT-T-Z:LP-DIR-T	g
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	9	0	1	This study	pmagpy-3.2.1	273	8.19e-07	3.38e-08	-50.9		3.57e-09	023.1	2.77e-08	3.0	hargrave 2014-11-03 17:34:21	673.0	0	LT-T-Z:LP-DIR-T	g
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	10	0	1	This study	pmagpy-3.2.1	273	7.88e-07	3.74e-09	-51.0		2.91e-09	025.1	1.24e-08	0.9	hargrave 2014-11-04 12:23:03	698.0	0	LT-T-Z:LP-DIR-T	g
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	11	0	1	This study	pmagpy-3.2.1	273	7.47e-07	3.82e-08	-51.4		2.96e-09	025.0	2.75e-08	3.6	hargrave 2014-11-10 13:15:31	723.0	0	LT-T-Z:LP-DIR-T	g
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	12	0	1	This study	pmagpy-3.2.1	273	6.93e-07	1.84e-08	-51.8		4.07e-09	027.1	1.02e-08	1.7	hargrave 2014-11-10 22:31:49	748.0	0	LT-T-Z:LP-DIR-T	g
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	13	0	1	This study	pmagpy-3.2.1	273	6.53e-07	2.81e-08	-52.8		4.30e-09	026.3	1.04e-08	2.6	hargrave 2014-11-13 12:07:41	773.0	0	LT-T-Z:LP-DIR-T	g
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	14	0	1	This study	pmagpy-3.2.1	273	5.93e-07	2.07e-08	-52.4		4.64e-09	032.5	1.59e-08	2.5	hargrave 2014-11-17 17:46:58	788.0	0	LT-T-Z:LP-DIR-T	g
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	15	0	1	This study	pmagpy-3.2.1	273	5.30e-07	9.65e-09	-50.5		3.20e-09	033.0	7.03e-09	1.3	hargrave 2014-11-24 18:40:13	803.0	0	LT-T-Z:LP-DIR-T	g
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	16	0	1	This study	pmagpy-3.2.1	273	4.61e-07	4.91e-09	-49.9		3.38e-09	029.4	3.04e-09	0.7	hargrave 2014-12-01 17:19:13	818.0	0	LT-T-Z:LP-DIR-T	g
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	17	0	1	This study	pmagpy-3.2.1	273	4.24e-07	1.04e-08	-49.5		6.30e-09	031.7	5.44e-09	1.7	hargrave 2014-12-02 01:05:27	823.0	0	LT-T-Z:LP-DIR-T	g
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	18	0	1	This study	pmagpy-3.2.1	273	3.59e-07	5.55e-09	-51.6		3.81e-09	035.9	4.64e-09	1.2	hargrave 2014-12-05 14:01:24	828.0	0	LT-T-Z:LP-DIR-T	g
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	19	0	1	This study	pmagpy-3.2.1	273	2.72e-07	3.71e-09	-46.7		2.03e-09	034.7	2.17e-09	0.9	hargrave 2014-12-06 12:22:03	833.0	0	LT-T-Z:LP-DIR-T	g
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	20	0	1	This study	pmagpy-3.2.1	273	2.18e-07	2.37e-09	-57.5		6.88e-09	025.9	2.42e-09	1.5	hargrave 2014-12-08 15:40:58	838.0	0	LT-T-Z:LP-DIR-T	g
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	21	0	1	This study	pmagpy-3.2.1	273	8.45e-08	2.68e-09	-11.8		6.97e-09	041.2	1.61e-09	5.1	hargrave 2014-12-08 22:32:03	843.0	0	LT-T-Z:LP-DIR-T	b
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	22	0	1	This study	pmagpy-3.2.1	273	1.90e-08	1.45e-09	-57.6		1.30e-09	019.6	3.89e-09	9.9	hargrave 2015-01-12 11:24:08	846.0	0	LT-T-Z:LP-DIR-T	g
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	23	0	1	This study	pmagpy-3.2.1	273	3.91e-08	1.32e-09	-03.2		4.33e-09	098.6	1.67e-09	6.8	hargrave 2015-01-14 14:42:06	849.0	0	LT-T-Z:LP-DIR-T	g
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	24	0	1	This study	pmagpy-3.2.1	273	3.62e-08	1.54e-09	-08.7		4.63e-09	104.2	1.72e-09	7.8	hargrave 2015-01-15 14:56:58	852.0	0	LT-T-Z:LP-DIR-T	g
Z36.6a	Z36.6	Z36	Khukh_Davaa	Z36.6a:LP-DIR-T	25	0	1	This study	pmagpy-3.2.1	273	2.82e-08	1.80e-09	-16.0		3.96e-09	124.4	1.67e-09	9.0	hargrave 2015-01-18 13:15:05	855.0	0	LT-T-Z:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	1	0	1	This study	pmagpy-3.2.1	273	1.78e-06	1.08e-07	28.4		2.82e-08	214.1	9.10e-08	4.6		273	0	LT-NO:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	2	0	1	This study	pmagpy-3.2.1	273	4.71e-07	2.92e-08	-36.9		8.09e-09	332.2	9.99e-09	3.7		77	0	LT-LT-Z:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	3	0	1	This study	pmagpy-3.2.1	273	5.44e-07	1.57e-08	-39.1		6.67e-09	341.6	5.21e-09	1.5		373.0	0	LT-T-Z:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	4	0	1	This study	pmagpy-3.2.1	273	7.36e-07	2.41e-08	-43.3		7.14e-09	354.2	6.42e-09	1.8	hargrave 2014-10-22 16:16:28	423.0	0	LT-T-Z:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	5	0	1	This study	pmagpy-3.2.1	273	8.26e-07	5.27e-08	-43.9		4.10e-09	000.4	1.12e-08	3.7	hargrave 2014-10-27 16:41:51	473.0	0	LT-T-Z:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	6	0	1	This study	pmagpy-3.2.1	273	9.01e-07	4.33e-08	-44.4		4.94e-09	002.5	1.41e-08	2.8	hargrave 2014-10-28 12:28:13	523.0	0	LT-T-Z:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	7	0	1	This study	pmagpy-3.2.1	273	9.58e-07	1.60e-08	-43.4		9.81e-09	008.1	1.59e-08	1.1	hargrave 2014-10-28 21:04:23	573.0	0	LT-T-Z:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	8	0	1	This study	pmagpy-3.2.1	273	9.92e-07	5.06e-08	-44.4		3.83e-09	011.1	2.04e-08	3.1	hargrave 2014-10-29 21:16:01	623.0	0	LT-T-Z:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	9	0	1	This study	pmagpy-3.2.1	273	9.64e-07	3.47e-08	-44.4		3.44e-09	014.0	1.95e-08	2.3	hargrave 2014-11-03 17:36:03	673.0	0	LT-T-Z:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	10	0	1	This study	pmagpy-3.2.1	273	9.31e-07	4.88e-08	-44.4		3.43e-09	015.3	1.83e-08	3.2	hargrave 2014-11-04 12:24:40	698.0	0	LT-T-Z:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	11	0	1	This study	pmagpy-3.2.1	273	9.01e-07	2.88e-08	-44.4		3.97e-09	015.3	1.23e-08	2.0	hargrave 2014-11-10 13:17:23	723.0	0	LT-T-Z:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	12	0	1	This study	pmagpy-3.2.1	273	8.48e-07	6.06e-09	-44.7		7.42e-09	014.6	6.45e-09	0.7	hargrave 2014-11-10 22:33:32	748.0	0	LT-T-Z:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	13	0	1	This study	pmagpy-3.2.1	273	8.02e-07	5.21e-08	-45.3		4.26e-09	016.4	1.33e-08	3.8	hargrave 2014-11-13 12:09:18	773.0	0	LT-T-Z:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	14	0	1	This study	pmagpy-3.2.1	273	7.28e-07	2.93e-08	-45.3		3.18e-09	016.8	1.02e-08	2.4	hargrave 2014-11-17 17:48:40	788.0	0	LT-T-Z:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	15	0	1	This study	pmagpy-3.2.1	273	6.39e-07	8.02e-09	-46.3		2.74e-09	018.1	5.15e-09	0.8	hargrave 2014-11-24 18:42:03	803.0	0	LT-T-Z:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	16	0	1	This study	pmagpy-3.2.1	273	5.17e-07	4.92e-09	-44.4		2.77e-09	017.5	2.98e-09	0.6	hargrave 2014-12-01 17:20:56	818.0	0	LT-T-Z:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	17	0	1	This study	pmagpy-3.2.1	273	4.62e-07	4.41e-09	-43.9		4.71e-09	022.2	2.71e-09	0.7	hargrave 2014-12-02 01:07:11	823.0	0	LT-T-Z:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	18	0	1	This study	pmagpy-3.2.1	273	3.87e-07	6.02e-09	-44.6		2.67e-09	025.2	2.87e-09	0.9	hargrave 2014-12-05 14:03:04	828.0	0	LT-T-Z:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	19	0	1	This study	pmagpy-3.2.1	273	2.50e-07	3.55e-09	-40.5		2.33e-09	028.4	2.27e-09	1.0	hargrave 2014-12-06 12:23:37	833.0	0	LT-T-Z:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	20	0	1	This study	pmagpy-3.2.1	273	1.78e-07	2.50e-09	-52.7		4.74e-09	021.8	1.81e-09	1.4	hargrave 2014-12-08 15:42:41	838.0	0	LT-T-Z:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	21	0	1	This study	pmagpy-3.2.1	273	6.79e-08	1.49e-09	-11.1		6.50e-09	046.9	2.83e-09	5.9	hargrave 2014-12-08 22:33:51	843.0	0	LT-T-Z:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	22	0	1	This study	pmagpy-3.2.1	273	2.04e-08	2.50e-09	-22.6		1.06e-09	124.9	2.71e-09	7.7	hargrave 2015-01-12 11:25:39	846.0	0	LT-T-Z:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	23	0	1	This study	pmagpy-3.2.1	273	4.56e-08	1.40e-09	04.7		3.96e-09	077.0	2.09e-09	5.6	hargrave 2015-01-14 14:43:49	849.0	0	LT-T-Z:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	24	0	1	This study	pmagpy-3.2.1	273	4.53e-08	2.15e-09	21.9		5.51e-09	182.1	1.90e-09	6.6	hargrave 2015-01-15 14:58:42	852.0	0	LT-T-Z:LP-DIR-T	g
Z36.7a	Z36.7	Z36	Khukh_Davaa	Z36.7a:LP-DIR-T	25	0	1	This study	pmagpy-3.2.1	273	4.43e-08	1.51e-09	-01.5		3.08e-09	080.5	1.82e-09	4.7	hargrave 2015-01-18 13:16:33	855.0	0	LT-T-Z:LP-DIR-T	g
Z36.8a	Z36.8	Z36	Khukh_Davaa	Z36.8a:LP-DIR-T	1	0	1	This study	pmagpy-3.2.1	273	1.12e-06	5.80e-08	51.1		1.68e-08	207.7	3.90e-08	3.6		273	0	LT-NO:LP-DIR-T	g
Z36.8a	Z36.8	Z36	Khukh_Davaa	Z36.8a:LP-DIR-T	2	0	1	This study	pmagpy-3.2.1	273	4.22e-07	1.40e-08	-44.0		5.66e-09	35.2	1.26e-08	2.6		77	0	LT-LT-Z:LP-DIR-T	g
Z36.8a	Z36.8	Z36	Khukh_Davaa	Z36.8a:LP-DIR-T	3	0	1	This study	pmagpy-3.2.1	273	4.89e-07	1.24e-08	-44.3		5.44e-09	33.7	1.02e-08	1.9		373.0	0	LT-T-Z:LP-DIR-T	g
Z36.8a	Z36.8	Z36	Khukh_Davaa	Z36.8a:LP-DIR-T	4	0	1	This study	pmagpy-3.2.1	273	6.75e-07	2.73e-08	-43.6		5.24e-09	036.3	2.36e-08	3.1	hargrave 2014-10-22 16:18:06	423.0	0	LT-T-Z:LP-DIR-T	g
Z36.8a	Z36.8	Z36	Khukh_Davaa	Z36.8a:LP-DIR-T	5	0	1	This study	pmagpy-3.2.1	273	7.52e-07	2.96e-08	-43.5		3.53e-09	037.8	2.93e-08	3.1	hargrave 2014-10-27 16:43:30	473.0	0	LT-T-Z:LP-DIR-T	g
Z36.8a	Z36.8	Z36	Khukh_Davaa	Z36.8a:LP-DIR-T	6	0	1	This study	pmagpy-3.2.1	273	8.14e-07	3.32e-08	-44.4		3.91e-09	034.9	3.12e-08	3.2	hargrave 2014-10-28 12:29:52	523.0	0	LT-T-Z:LP-DIR-T	g
Z36.8a	Z36.8	Z36	Khukh_Davaa	Z36.8a:LP-DIR-T	7	0	1	This study	pmagpy-3.2.1	273	8.54e-07	3.91e-08	-44.0		3.22e-09	036.8	3.80e-08	3.6	hargrave 2014-10-28 21:06:11	573.0	0	LT-T-Z:LP-DIR-T	g
Z36.8a	Z36.8	Z36	Khukh_Davaa	Z36.8a:LP-DIR-T	8	0	1	This study	pmagpy-3.2.1	273	8.91e-07	3.19e-08	-44.5		3.48e-09	038.7	3.06e-08	2.8	hargrave 2014-10-29 21:17:40	623.0	0	LT-T-Z:LP-DIR-T	g
Z36.8a	Z36.8	Z36	Khukh_Davaa	Z36.8a:LP-DIR-T	9	0	1	This study	pmagpy-3.2.1	273	8.66e-07	3.42e-08	-45.6		2.84e-09	039.1	3.33e-08	3.1	hargrave 2014-11-03 17:37:48	673.0	0	LT-T-Z:LP-DIR-T	g
Z36.8a	Z36.8	Z36	Khukh_Davaa	Z36.8a:LP-DIR-T	10	0	1	This study	pmagpy-3.2.1	273	8.35e-07	4.11e-08	-45.5		2.79e-09	040.2	4.02e-08	3.9	hargrave 2014-11-04 12:26:12	698.0	0	LT-T-Z:LP-DIR-T	g
Z36.8a	Z36.8	Z36	Khukh_Davaa	Z36.8a:LP-DIR-T	11	0	1	This study	pmagpy-3.2.1	273	7.98e-07	3.32e-08	-45.8		3.54e-09	038.7	2.94e-08	3.2	hargrave 2014-11-10 13:19:12	723.0	0	LT-T-Z:LP-DIR-T	g
