tab 	er_locations
location_type	er_citation_names	location_end_lat	location_begin_lon	er_location_name	location_description	location_begin_lat	location_end_lon
Region	This study	47.10221	95.42039	Khukh_Davaa	Region of sampled Teel Formation basalt flows	47.06277	95.42075
>>>>>>>>>>
tab 	er_samples
sample_dip	sample_bed_dip_direction	er_citation_names	sample_lithology	er_site_name	er_sample_name	sample_lat	sample_bed_dip	er_location_name	sample_height	magic_method_codes	sample_type	sample_azimuth	sample_lon	sample_class
0	This study	-59.3	20.5	0	pmagpy-3.2.1	Z30.6		Khukh_Davaa	838.0	Z30.6a	273	4.08e-09	2.16e-11	8.98e-11	5.40e-11	Z30.6a:LP-DIR-T	20	Z30	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	-59.8	18.4	0	pmagpy-3.2.1	Z30.6		Khukh_Davaa	843.0	Z30.6a	273	4.08e-09	1.80e-11	4.58e-11	3.88e-11	Z30.6a:LP-DIR-T	21	Z30	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-60.1	17.7	0	pmagpy-3.2.1	Z30.6		Khukh_Davaa	846.0	Z30.6a	273	3.98e-09	2.25e-11	5.14e-11	6.53e-11	Z30.6a:LP-DIR-T	22	Z30	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	-60.5	18.8	0	pmagpy-3.2.1	Z30.6		Khukh_Davaa	849.0	Z30.6a	273	3.95e-09	3.37e-11	8.61e-11	4.49e-11	Z30.6a:LP-DIR-T	23	Z30	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	-60.8	18.1	0	pmagpy-3.2.1	Z30.6		Khukh_Davaa	852.0	Z30.6a	273	3.90e-09	2.71e-11	1.06e-10	4.65e-11	Z30.6a:LP-DIR-T	24	Z30	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	-61.4	20.5	0	pmagpy-3.2.1	Z30.6		Khukh_Davaa	855.0	Z30.6a	273	3.86e-09	2.43e-11	1.91e-10	5.94e-11	Z30.6a:LP-DIR-T	25	Z30	1	2.9	g	LT-T-Z:LP-DIR-T
0	This study	-61.6	19.3	0	pmagpy-3.2.1	Z30.6		Khukh_Davaa	858.0	Z30.6a	273	3.68e-09	2.22e-11	8.98e-11	4.85e-11	Z30.6a:LP-DIR-T	26	Z30	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	-62.6	18.0	0	pmagpy-3.2.1	Z30.6		Khukh_Davaa	863.0	Z30.6a	273	3.56e-09	1.77e-11	4.94e-11	4.34e-11	Z30.6a:LP-DIR-T	27	Z30	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	-64.1	14.6	0	pmagpy-3.2.1	Z30.6		Khukh_Davaa	883.0	Z30.6a	273	3.34e-09	2.00e-11	1.02e-10	3.87e-11	Z30.6a:LP-DIR-T	28	Z30	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	-64.2	18.2	0	pmagpy-3.2.1	Z30.6		Khukh_Davaa	903.0	Z30.6a	273	3.17e-09	1.98e-11	7.78e-11	3.50e-11	Z30.6a:LP-DIR-T	29	Z30	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	-66.3	13.6	0	pmagpy-3.2.1	Z30.6		Khukh_Davaa	923.0	Z30.6a	273	2.90e-09	1.70e-11	4.76e-11	3.66e-11	Z30.6a:LP-DIR-T	30	Z30	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	-72.5	3.6	0	pmagpy-3.2.1	Z30.6		Khukh_Davaa	933.0	Z30.6a	273	2.38e-09	1.72e-11	6.23e-11	2.16e-11	Z30.6a:LP-DIR-T	31	Z30	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	-74.8	346.3	0	pmagpy-3.2.1	Z30.6		Khukh_Davaa	943.0	Z30.6a	273	1.29e-09	6.50e-12	2.92e-11	1.67e-11	Z30.6a:LP-DIR-T	32	Z30	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	22.4	336.0	0	pmagpy-3.2.1	Z30.6		Khukh_Davaa	953.0	Z30.6a	273	1.62e-10	4.13e-12	1.68e-11	9.37e-12	Z30.6a:LP-DIR-T	33	Z30	1	5.2	g	LT-T-Z:LP-DIR-T
0	This study	71.6	351.8	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	273	Z30.8a	273	4.92e-09	1.25e-10	2.27e-10	1.42e-10	Z30.8a:LP-DIR-T	1	Z30	1	3.3	g	LT-NO:LP-DIR-T
0	This study	63.9	13.8	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	77	Z30.8a	273	2.09e-09	5.26e-11	1.78e-10	2.27e-11	Z30.8a:LP-DIR-T	2	Z30	1	5.0	g	LT-LT-Z:LP-DIR-T
0	This study	44.9	21.8	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	373.0	Z30.8a	273	1.37e-09	3.13e-11	1.23e-10	1.32e-11	Z30.8a:LP-DIR-T	3	Z30	1	5.3	g	LT-T-Z:LP-DIR-T
0	This study	38.2	28.2	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	423.0	Z30.8a	273	1.18e-09	3.52e-11	8.39e-11	1.61e-11	Z30.8a:LP-DIR-T	4	Z30	1	4.4	g	LT-T-Z:LP-DIR-T
0	This study	35.0	29.8	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	473.0	Z30.8a	273	1.11e-09	3.05e-11	4.03e-11	1.51e-11	Z30.8a:LP-DIR-T	5	Z30	1	2.6	g	LT-T-Z:LP-DIR-T
0	This study	34.3	25.5	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	523.0	Z30.8a	273	1.07e-09	4.56e-11	1.39e-10	3.60e-11	Z30.8a:LP-DIR-T	6	Z30	1	8.0	g	LT-T-Z:LP-DIR-T
0	This study	35.3	32.1	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	573.0	Z30.8a	273	1.02e-09	3.38e-11	4.36e-11	1.71e-11	Z30.8a:LP-DIR-T	7	Z30	1	3.1	g	LT-T-Z:LP-DIR-T
0	This study	47.7	22.2	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	623.0	Z30.8a	273	9.30e-10	4.28e-11	4.66e-11	1.22e-11	Z30.8a:LP-DIR-T	8	Z30	1	3.7	g	LT-T-Z:LP-DIR-T
0	This study	55.5	25.2	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	673.0	Z30.8a	273	9.10e-10	3.53e-11	4.20e-11	1.25e-11	Z30.8a:LP-DIR-T	9	Z30	1	3.3	g	LT-T-Z:LP-DIR-T
0	This study	64.6	17.1	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	698.0	Z30.8a	273	9.44e-10	3.36e-11	1.52e-11	2.68e-11	Z30.8a:LP-DIR-T	10	Z30	1	2.4	g	LT-T-Z:LP-DIR-T
0	This study	65.3	16.3	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	723.0	Z30.8a	273	5.87e-10	1.75e-10	3.25e-10	2.26e-10	Z30.8a:LP-DIR-T	11	Z30	1	35.3	b	LT-T-Z:LP-DIR-T
0	This study	74.4	12.7	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	723.0	Z30.8a	273	9.21e-10	2.45e-11	2.52e-10	3.41e-10	Z30.8a:LP-DIR-T	12	Z30	1	23.3	g	LT-T-Z:LP-DIR-T
0	This study	75.3	12.1	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	748.0	Z30.8a	273	9.48e-10	2.39e-11	3.03e-11	1.27e-11	Z30.8a:LP-DIR-T	13	Z30	1	2.0	g	LT-T-Z:LP-DIR-T
0	This study	77.8	2.0	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	773.0	Z30.8a	273	9.33e-10	2.66e-11	2.02e-11	1.04e-11	Z30.8a:LP-DIR-T	14	Z30	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	84.0	329.1	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	788.0	Z30.8a	273	1.11e-09	2.45e-10	2.15e-11	2.48e-11	Z30.8a:LP-DIR-T	15	Z30	1	2.5	b	LT-T-Z:LP-DIR-T
0	This study	82.0	338.1	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	803.0	Z30.8a	273	9.87e-10	3.65e-11	2.40e-11	1.67e-11	Z30.8a:LP-DIR-T	16	Z30	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	83.7	343.0	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	818.0	Z30.8a	273	9.79e-10	2.44e-11	1.27e-11	1.23e-11	Z30.8a:LP-DIR-T	17	Z30	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	86.4	335.1	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	823.0	Z30.8a	273	1.03e-09	9.96e-12	1.35e-11	1.11e-11	Z30.8a:LP-DIR-T	18	Z30	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	85.0	289.5	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	828.0	Z30.8a	273	1.03e-09	3.50e-11	9.59e-12	1.05e-11	Z30.8a:LP-DIR-T	19	Z30	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	85.0	321.1	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	833.0	Z30.8a	273	1.05e-09	3.22e-11	1.24e-11	2.07e-11	Z30.8a:LP-DIR-T	20	Z30	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	85.3	308.9	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	838.0	Z30.8a	273	1.04e-09	3.80e-11	1.44e-11	1.37e-11	Z30.8a:LP-DIR-T	21	Z30	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	87.5	318.4	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	843.0	Z30.8a	273	1.08e-09	3.93e-11	1.33e-11	1.45e-11	Z30.8a:LP-DIR-T	22	Z30	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	88.2	319.0	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	846.0	Z30.8a	273	1.07e-09	3.53e-11	1.43e-11	1.48e-11	Z30.8a:LP-DIR-T	23	Z30	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	85.3	313.8	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	849.0	Z30.8a	273	1.06e-09	3.06e-11	1.47e-11	1.58e-11	Z30.8a:LP-DIR-T	24	Z30	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	84.7	268.8	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	852.0	Z30.8a	273	1.10e-09	4.03e-11	1.59e-11	1.74e-11	Z30.8a:LP-DIR-T	25	Z30	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	87.4	263.0	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	855.0	Z30.8a	273	1.10e-09	2.51e-11	1.84e-11	1.90e-11	Z30.8a:LP-DIR-T	26	Z30	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	84.2	265.2	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	858.0	Z30.8a	273	1.10e-09	3.17e-11	1.30e-11	1.19e-11	Z30.8a:LP-DIR-T	27	Z30	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	84.1	238.4	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	863.0	Z30.8a	273	1.07e-09	3.88e-11	1.87e-11	1.83e-11	Z30.8a:LP-DIR-T	28	Z30	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	82.7	236.4	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	883.0	Z30.8a	273	1.11e-09	4.86e-11	2.36e-11	2.53e-11	Z30.8a:LP-DIR-T	29	Z30	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	81.1	252.1	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	903.0	Z30.8a	273	1.11e-09	5.11e-11	2.28e-11	2.03e-11	Z30.8a:LP-DIR-T	30	Z30	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	78.2	226.9	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	923.0	Z30.8a	273	1.01e-09	3.93e-11	1.93e-11	2.09e-11	Z30.8a:LP-DIR-T	31	Z30	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	71.1	217.9	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	933.0	Z30.8a	273	8.54e-10	2.64e-11	1.78e-11	1.33e-11	Z30.8a:LP-DIR-T	32	Z30	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	60.9	179.3	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	943.0	Z30.8a	273	5.32e-10	2.61e-11	1.93e-11	7.10e-12	Z30.8a:LP-DIR-T	33	Z30	1	2.6	g	LT-T-Z:LP-DIR-T
0	This study	-57.7	231.9	0	pmagpy-3.2.1	Z30.8		Khukh_Davaa	953.0	Z30.8a	273	3.72e-10	2.37e-12	3.41e-12	1.02e-11	Z30.8a:LP-DIR-T	34	Z30	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	32.2	175.3	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	273	Z31.1a	273	6.12e-07	1.45e-08	1.66e-08	8.46e-09	Z31.1a:LP-DIR-T	1	Z31	1	1.7	g	LT-NO:LP-DIR-T
0	This study	-66.7	336.4	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	77	Z31.1a	273	3.10e-07	4.80e-09	8.34e-09	2.87e-09	Z31.1a:LP-DIR-T	2	Z31	1	1.5	g	LT-LT-Z:LP-DIR-T
0	This study	-56.7	335.2	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	373.0	Z31.1a	273	4.92e-07	4.85e-09	1.18e-08	3.62e-09	Z31.1a:LP-DIR-T	3	Z31	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	-48.8	331.2	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	423.0	Z31.1a	273	8.93e-07	4.55e-09	4.29e-08	1.20e-08	Z31.1a:LP-DIR-T	4	Z31	1	2.8	g	LT-T-Z:LP-DIR-T
0	This study	-47.8	332.2	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	473.0	Z31.1a	273	9.94e-07	4.90e-09	3.34e-08	5.21e-09	Z31.1a:LP-DIR-T	5	Z31	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	-46.5	328.9	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	523.0	Z31.1a	273	1.07e-06	7.56e-09	2.23e-08	2.93e-09	Z31.1a:LP-DIR-T	6	Z31	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	-45.5	326.7	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	573.0	Z31.1a	273	1.13e-06	8.75e-09	5.07e-09	1.50e-08	Z31.1a:LP-DIR-T	7	Z31	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-45.2	332.4	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	623.0	Z31.1a	273	9.54e-07	6.14e-09	2.27e-08	4.11e-09	Z31.1a:LP-DIR-T	8	Z31	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	-45.1	333.2	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	673.0	Z31.1a	273	8.19e-07	5.30e-09	4.03e-08	1.22e-08	Z31.1a:LP-DIR-T	9	Z31	1	2.9	g	LT-T-Z:LP-DIR-T
0	This study	-44.7	332.3	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	698.0	Z31.1a	273	7.15e-07	4.61e-09	1.19e-08	1.24e-08	Z31.1a:LP-DIR-T	10	Z31	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	-44.3	333.8	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	723.0	Z31.1a	273	6.63e-07	6.04e-09	2.92e-08	1.09e-08	Z31.1a:LP-DIR-T	11	Z31	1	2.7	g	LT-T-Z:LP-DIR-T
0	This study	-44.3	331.0	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	748.0	Z31.1a	273	6.04e-07	3.37e-09	5.11e-09	5.51e-09	Z31.1a:LP-DIR-T	12	Z31	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	-44.3	331.8	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	773.0	Z31.1a	273	5.26e-07	4.41e-09	1.29e-08	7.04e-09	Z31.1a:LP-DIR-T	13	Z31	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	-44.7	331.7	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	788.0	Z31.1a	273	4.49e-07	2.83e-09	1.78e-08	6.79e-09	Z31.1a:LP-DIR-T	14	Z31	1	2.5	g	LT-T-Z:LP-DIR-T
0	This study	-45.4	332.0	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	803.0	Z31.1a	273	4.25e-07	1.75e-09	3.57e-09	3.66e-09	Z31.1a:LP-DIR-T	15	Z31	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	-46.8	338.6	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	818.0	Z31.1a	273	3.98e-07	1.46e-09	4.12e-09	1.60e-09	Z31.1a:LP-DIR-T	16	Z31	1	0.6	g	LT-T-Z:LP-DIR-T
0	This study	-43.4	341.3	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	823.0	Z31.1a	273	3.13e-07	1.43e-09	5.42e-09	2.58e-09	Z31.1a:LP-DIR-T	17	Z31	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	-41.7	333.1	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	828.0	Z31.1a	273	2.39e-07	1.15e-09	2.11e-09	1.26e-09	Z31.1a:LP-DIR-T	18	Z31	1	0.6	g	LT-T-Z:LP-DIR-T
0	This study	-44.4	325.2	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	833.0	Z31.1a	273	1.82e-07	1.21e-09	2.74e-09	3.30e-09	Z31.1a:LP-DIR-T	19	Z31	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	-42.2	333.9	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	838.0	Z31.1a	273	1.42e-07	1.05e-09	1.34e-09	1.23e-09	Z31.1a:LP-DIR-T	20	Z31	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-42.0	333.0	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	843.0	Z31.1a	273	1.34e-07	8.14e-10	4.05e-09	1.72e-09	Z31.1a:LP-DIR-T	21	Z31	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	-33.7	322.3	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	846.0	Z31.1a	273	8.71e-08	2.40e-09	1.95e-09	1.82e-09	Z31.1a:LP-DIR-T	22	Z31	1	2.3	g	LT-T-Z:LP-DIR-T
0	This study	-43.0	329.9	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	849.0	Z31.1a	273	8.61e-08	7.60e-10	1.32e-09	9.75e-10	Z31.1a:LP-DIR-T	23	Z31	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	-06.2	337.9	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	852.0	Z31.1a	273	2.73e-08	1.42e-09	7.57e-10	1.11e-09	Z31.1a:LP-DIR-T	24	Z31	1	3.2	g	LT-T-Z:LP-DIR-T
0	This study	-41.9	305.0	0	pmagpy-3.2.1	Z31.1		Khukh_Davaa	855.0	Z31.1a	273	3.00e-08	1.14e-09	7.41e-10	2.77e-09	Z31.1a:LP-DIR-T	25	Z31	1	4.9	g	LT-T-Z:LP-DIR-T
0	This study	67.6	119.0	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	273	Z31.2a	273	1.54e-06	7.45e-09	1.22e-08	1.37e-08	Z31.2a:LP-DIR-T	1	Z31	1	0.7	g	LT-NO:LP-DIR-T
0	This study	62.0	110.1	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	77	Z31.2a	273	1.04e-06	8.58e-09	1.06e-08	1.00e-08	Z31.2a:LP-DIR-T	2	Z31	1	0.9	g	LT-LT-Z:LP-DIR-T
0	This study	60.3	102.3	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	373.0	Z31.2a	273	8.54e-07	7.92e-09	7.43e-09	2.48e-08	Z31.2a:LP-DIR-T	3	Z31	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	-05.6	37.0	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	423.0	Z31.2a	273	3.02e-07	2.33e-09	1.90e-08	1.46e-08	Z31.2a:LP-DIR-T	4	Z31	1	4.6	g	LT-T-Z:LP-DIR-T
0	This study	-31.6	22.0	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	473.0	Z31.2a	273	3.94e-07	1.75e-09	2.17e-08	1.33e-08	Z31.2a:LP-DIR-T	5	Z31	1	3.7	g	LT-T-Z:LP-DIR-T
0	This study	-45.5	9.2	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	523.0	Z31.2a	273	5.38e-07	3.34e-09	3.30e-08	1.45e-08	Z31.2a:LP-DIR-T	6	Z31	1	3.8	g	LT-T-Z:LP-DIR-T
0	This study	-49.1	5.8	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	573.0	Z31.2a	273	6.15e-07	4.85e-09	4.98e-08	1.58e-08	Z31.2a:LP-DIR-T	7	Z31	1	4.9	g	LT-T-Z:LP-DIR-T
0	This study	-52.4	347.5	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	623.0	Z31.2a	273	5.24e-07	2.94e-09	1.85e-08	2.92e-09	Z31.2a:LP-DIR-T	8	Z31	1	2.0	g	LT-T-Z:LP-DIR-T
0	This study	-51.8	346.1	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	673.0	Z31.2a	273	4.66e-07	2.75e-09	2.16e-08	2.05e-09	Z31.2a:LP-DIR-T	9	Z31	1	2.6	g	LT-T-Z:LP-DIR-T
0	This study	-52.0	346.0	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	698.0	Z31.2a	273	4.25e-07	2.40e-09	1.19e-08	2.57e-09	Z31.2a:LP-DIR-T	10	Z31	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	-51.2	344.7	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	723.0	Z31.2a	273	3.98e-07	2.75e-09	1.20e-08	1.73e-09	Z31.2a:LP-DIR-T	11	Z31	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	-51.6	344.6	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	748.0	Z31.2a	273	3.70e-07	1.98e-09	8.86e-09	3.47e-09	Z31.2a:LP-DIR-T	12	Z31	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	-52.8	348.0	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	773.0	Z31.2a	273	3.39e-07	2.61e-09	2.00e-08	5.04e-09	Z31.2a:LP-DIR-T	13	Z31	1	3.5	g	LT-T-Z:LP-DIR-T
0	This study	-52.7	342.8	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	788.0	Z31.2a	273	3.17e-07	1.52e-09	1.36e-08	2.17e-09	Z31.2a:LP-DIR-T	14	Z31	1	2.5	g	LT-T-Z:LP-DIR-T
0	This study	-51.6	345.6	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	803.0	Z31.2a	273	3.02e-07	1.35e-09	4.25e-09	1.35e-09	Z31.2a:LP-DIR-T	15	Z31	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-51.6	346.1	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	818.0	Z31.2a	273	2.91e-07	1.32e-09	2.28e-09	1.61e-09	Z31.2a:LP-DIR-T	16	Z31	1	0.5	g	LT-T-Z:LP-DIR-T
0	This study	-49.9	351.9	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	823.0	Z31.2a	273	2.49e-07	1.18e-09	2.74e-09	1.63e-09	Z31.2a:LP-DIR-T	17	Z31	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	-50.0	349.5	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	828.0	Z31.2a	273	2.10e-07	9.85e-10	1.45e-08	2.95e-09	Z31.2a:LP-DIR-T	18	Z31	1	4.0	g	LT-T-Z:LP-DIR-T
0	This study	-50.5	347.8	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	833.0	Z31.2a	273	1.81e-07	9.63e-10	3.37e-09	1.30e-09	Z31.2a:LP-DIR-T	19	Z31	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	-40.5	10.4	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	838.0	Z31.2a	273	1.08e-07	1.02e-09	1.32e-09	1.11e-09	Z31.2a:LP-DIR-T	20	Z31	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	-50.7	1.7	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	843.0	Z31.2a	273	1.09e-07	1.71e-09	1.52e-09	8.58e-10	Z31.2a:LP-DIR-T	21	Z31	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	-44.5	332.8	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	846.0	Z31.2a	273	6.40e-08	7.11e-10	1.05e-09	1.65e-09	Z31.2a:LP-DIR-T	22	Z31	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	-47.1	345.4	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	849.0	Z31.2a	273	7.29e-08	3.44e-10	1.16e-09	1.16e-09	Z31.2a:LP-DIR-T	23	Z31	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	-41.7	26.1	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	852.0	Z31.2a	273	2.47e-08	1.37e-09	7.09e-10	6.81e-10	Z31.2a:LP-DIR-T	24	Z31	1	2.5	g	LT-T-Z:LP-DIR-T
0	This study	-52.1	357.3	0	pmagpy-3.2.1	Z31.2		Khukh_Davaa	855.0	Z31.2a	273	2.31e-08	1.72e-10	5.18e-10	1.86e-09	Z31.2a:LP-DIR-T	25	Z31	1	4.0	g	LT-T-Z:LP-DIR-T
0	This study	-53.0	336.5	0	pmagpy-3.2.1	Z31.3		Khukh_Davaa	273	Z31.3a	273	5.92e-07	2.47e-08	3.87e-08	9.07e-09	Z31.3a:LP-DIR-T	1	Z31	1	4.4	g	LT-NO:LP-DIR-T
0	This study	-69.1	329.6	0	pmagpy-3.2.1	Z31.3		Khukh_Davaa	77	Z31.3a	273	1.18e-06	7.84e-09	1.74e-08	9.54e-09	Z31.3a:LP-DIR-T	2	Z31	1	0.9	g	LT-LT-Z:LP-DIR-T
0	This study	-69.0	329.3	0	pmagpy-3.2.1	Z31.3		Khukh_Davaa	373.0	Z31.3a	273	1.23e-06	7.33e-09	1.73e-08	8.74e-09	Z31.3a:LP-DIR-T	3	Z31	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-68.5	327.6	0	pmagpy-3.2.1	Z31.3		Khukh_Davaa	423.0	Z31.3a	273	1.32e-06	6.97e-09	3.02e-08	6.51e-09	Z31.3a:LP-DIR-T	4	Z31	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	-68.3	328.2	0	pmagpy-3.2.1	Z31.3		Khukh_Davaa	473.0	Z31.3a	273	1.36e-06	6.69e-09	1.62e-08	1.60e-08	Z31.3a:LP-DIR-T	5	Z31	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-68.0	324.6	0	pmagpy-3.2.1	Z31.3		Khukh_Davaa	523.0	Z31.3a	273	1.30e-06	7.03e-09	9.33e-09	1.31e-08	Z31.3a:LP-DIR-T	6	Z31	1	0.6	g	LT-T-Z:LP-DIR-T
